stream_id,user_id,song_id,timestamp,duration_listened
Y_STR00066,Y_U0020,Y0027,2026-02-04 19:22:14.362011,96
Y_STR00067,Y_U0093,Y0050,2026-02-27 19:08:31.273138,267
Y_STR00068,Y_U0065,Y0019,2026-02-28 23:22:25.625775,143
Y_STR00069,Y_U0041,Y0030,2026-02-18 18:53:20.292830,157
Y_STR00070,Y_U0075,Y0049,2026-03-03 17:53:11.399184,136
Y_STR00071,Y_U0047,Y0020,2026-02-22 07:51:04.445335,312
Y_STR00072,Y_U0058,Y0049,2026-02-08 11:10:22.727146,243
Y_STR00073,Y_U0030,Y0048,2026-02-11 14:20:48.261237,169
Y_STR00074,Y_U0038,Y0050,2026-02-07 16:46:55.800251,207
Y_STR00075,Y_U0046,Y0009,2026-02-28 22:48:09.428084,9
Y_STR00076,Y_U0075,Y0050,2026-02-20 14:07:25.085742,131
Y_STR00077,Y_U0014,Y0042,2026-02-17 05:09:59.364188,229
Y_STR00078,Y_U0020,Y0046,2026-03-01 15:40:56.871236,179
Y_STR00079,Y_U0059,Y0037,2026-02-22 14:45:55.399480,130
Y_STR00080,Y_U0017,Y0034,2026-02-11 00:23:43.836531,93
Y_STR00081,Y_U0010,Y0029,2026-02-16 20:32:06.201257,131
Y_STR00082,Y_U0017,Y0037,2026-02-25 04:06:28.602352,272
Y_STR00083,Y_U0059,Y0029,2026-02-20 09:15:07.878481,175
Y_STR00084,Y_U0039,Y0030,2026-02-27 07:51:47.797351,178
Y_STR00085,Y_U0032,Y0048,2026-02-27 16:36:10.436660,52
Y_STR00086,Y_U0059,Y0001,2026-02-14 11:40:17.379114,5
Y_STR00087,Y_U0030,Y0039,2026-02-06 19:41:30.608767,26
Y_STR00088,Y_U0028,Y0041,2026-02-26 07:40:40.616513,117
Y_STR00089,Y_U0091,Y0042,2026-02-11 10:56:48.436438,146
Y_STR00090,Y_U0071,Y0037,2026-02-27 23:19:56.796765,106
Y_STR00091,Y_U0050,Y0036,2026-02-27 08:09:19.869546,15
Y_STR00092,Y_U0082,Y0045,2026-02-17 04:25:47.020486,219
Y_STR00093,Y_U0074,Y0020,2026-02-19 17:54:42.877227,256
Y_STR00094,Y_U0077,Y0028,2026-03-05 20:33:50.125891,158
Y_STR00095,Y_U0076,Y0026,2026-02-22 13:32:09.812768,52
Y_STR00096,Y_U0016,Y0006,2026-02-05 12:08:52.676806,224
Y_STR00097,Y_U0054,Y0039,2026-02-11 18:42:36.883567,35
Y_STR00098,Y_U0058,Y0042,2026-02-05 21:38:57.622878,24
Y_STR00099,Y_U0006,Y0023,2026-02-06 01:48:17.499292,126
Y_STR00100,Y_U0080,Y0039,2026-02-15 17:54:23.808021,297
Y_STR00101,Y_U0086,Y0031,2026-02-09 16:06:04.649217,28
Y_STR00102,Y_U0072,Y0039,2026-02-14 17:34:48.627800,248
Y_STR00103,Y_U0009,Y0050,2026-02-10 23:43:53.775357,7
Y_STR00104,Y_U0067,Y0042,2026-02-07 14:29:42.730297,139
Y_STR00105,Y_U0001,Y0046,2026-02-24 17:46:46.447209,210
Y_STR00106,Y_U0091,Y0028,2026-02-27 06:34:25.925691,87
Y_STR00107,Y_U0096,Y0047,2026-02-20 03:56:05.727713,105
Y_STR00108,Y_U0039,Y0032,2026-02-12 00:21:58.157304,114
Y_STR00109,Y_U0060,Y0041,2026-02-11 12:19:33.798069,19
Y_STR00110,Y_U0001,Y0037,2026-02-14 05:22:37.718986,308
Y_STR00111,Y_U0089,Y0034,2026-02-05 08:47:24.826174,71
Y_STR00112,Y_U0027,Y0031,2026-02-14 22:44:25.940181,70
Y_STR00113,Y_U0084,Y0039,2026-02-14 11:53:17.802000,7
Y_STR00114,Y_U0043,Y0044,2026-02-13 07:49:43.200773,94
Y_STR00115,Y_U0073,Y0048,2026-02-09 18:39:25.994161,73
Y_STR00116,Y_U0096,Y0036,2026-02-27 02:12:23.670852,229
Y_STR00117,Y_U0061,Y0034,2026-02-24 05:41:26.843583,52
Y_STR00118,Y_U0092,Y0040,2026-03-04 03:02:41.368726,93
Y_STR00119,Y_U0082,Y0035,2026-02-12 08:08:15.895266,327
Y_STR00120,Y_U0043,Y0046,2026-02-24 09:05:55.188026,82
Y_STR00121,Y_U0064,Y0039,2026-03-03 11:37:02.664438,22
Y_STR00122,Y_U0067,Y0026,2026-02-06 12:19:54.652611,98
Y_STR00123,Y_U0039,Y0022,2026-02-28 23:02:15.069093,91
Y_STR00124,Y_U0023,Y0032,2026-02-26 14:01:31.191203,100
Y_STR00125,Y_U0069,Y0038,2026-02-07 17:45:21.393907,182
Y_STR00126,Y_U0097,Y0050,2026-02-26 04:20:37.922421,265
Y_STR00127,Y_U0077,Y0044,2026-02-12 07:15:25.789835,69
Y_STR00128,Y_U0007,Y0044,2026-02-27 14:46:33.418179,33
Y_STR00129,Y_U0043,Y0027,2026-02-14 09:47:41.165912,84
Y_STR00130,Y_U0077,Y0009,2026-02-07 00:38:04.114882,6
Y_STR00131,Y_U0005,Y0042,2026-02-06 09:47:32.688915,162
Y_STR00132,Y_U0037,Y0043,2026-02-11 07:05:41.713850,34
Y_STR00133,Y_U0007,Y0017,2026-02-28 00:13:41.058943,125
Y_STR00134,Y_U0005,Y0040,2026-02-27 01:06:21.026438,276
Y_STR00135,Y_U0031,Y0017,2026-02-13 20:42:15.153708,56
Y_STR00136,Y_U0030,Y0041,2026-02-08 19:20:23.364756,136
Y_STR00137,Y_U0082,Y0044,2026-02-26 18:33:52.701714,153
Y_STR00138,Y_U0085,Y0023,2026-02-11 04:43:01.220384,71
Y_STR00139,Y_U0075,Y0028,2026-02-27 22:04:15.070424,172
Y_STR00140,Y_U0013,Y0050,2026-02-10 14:32:13.128685,38
Y_STR00141,Y_U0087,Y0042,2026-02-11 13:36:27.733651,321
Y_STR00142,Y_U0080,Y0033,2026-02-08 17:45:46.206227,153
Y_STR00143,Y_U0042,Y0040,2026-02-09 02:21:40.957875,19
Y_STR00144,Y_U0085,Y0050,2026-02-07 15:17:04.205413,291
Y_STR00145,Y_U0055,Y0038,2026-03-02 19:21:25.421183,173
Y_STR00146,Y_U0079,Y0050,2026-02-19 22:56:06.258460,22
Y_STR00147,Y_U0066,Y0044,2026-02-22 18:44:33.060989,266
Y_STR00148,Y_U0011,Y0050,2026-02-10 16:07:25.357787,185
Y_STR00149,Y_U0068,Y0045,2026-02-15 15:18:26.724042,119
Y_STR00150,Y_U0051,Y0035,2026-02-09 04:57:30.980892,319
Y_STR00151,Y_U0059,Y0022,2026-02-28 10:03:34.474881,126
Y_STR00152,Y_U0077,Y0042,2026-03-05 01:40:32.037703,289
Y_STR00153,Y_U0045,Y0049,2026-02-15 02:59:04.504098,189
Y_STR00154,Y_U0034,Y0044,2026-02-14 16:24:20.233057,162
Y_STR00155,Y_U0066,Y0048,2026-02-26 16:10:30.901698,111
Y_STR00156,Y_U0046,Y0035,2026-02-07 12:24:03.353626,37
Y_STR00157,Y_U0025,Y0039,2026-03-03 15:44:17.643271,146
Y_STR00158,Y_U0031,Y0037,2026-03-05 08:18:19.348315,97
Y_STR00159,Y_U0099,Y0032,2026-02-13 05:17:10.909049,12
Y_STR00160,Y_U0060,Y0017,2026-02-25 11:32:33.886565,107
Y_STR00161,Y_U0085,Y0048,2026-02-07 02:01:30.124168,110
Y_STR00162,Y_U0051,Y0042,2026-02-24 16:26:13.970404,106
Y_STR00163,Y_U0097,Y0015,2026-02-09 15:05:50.902463,159
Y_STR00164,Y_U0044,Y0014,2026-02-16 01:22:10.701931,309
Y_STR00165,Y_U0066,Y0024,2026-03-01 18:14:31.585978,46
Y_STR00166,Y_U0065,Y0012,2026-02-16 08:33:37.018219,231
Y_STR00167,Y_U0020,Y0041,2026-02-22 10:59:06.582950,125
Y_STR00168,Y_U0080,Y0017,2026-03-01 03:27:23.780226,186
Y_STR00169,Y_U0083,Y0035,2026-02-13 04:20:10.099881,11
Y_STR00170,Y_U0092,Y0037,2026-02-18 16:11:45.327505,194
Y_STR00171,Y_U0094,Y0042,2026-02-17 19:23:13.534626,216
Y_STR00172,Y_U0019,Y0029,2026-02-16 13:40:23.808390,158
Y_STR00173,Y_U0017,Y0050,2026-02-17 12:01:06.744526,301
Y_STR00174,Y_U0098,Y0026,2026-02-08 16:44:03.088369,27
Y_STR00175,Y_U0083,Y0027,2026-03-02 05:28:33.056048,137
Y_STR00176,Y_U0037,Y0028,2026-02-08 15:26:35.190463,17
Y_STR00177,Y_U0014,Y0027,2026-02-25 05:00:51.349366,62
Y_STR00178,Y_U0045,Y0025,2026-02-28 08:19:15.602229,164
Y_STR00179,Y_U0043,Y0039,2026-02-28 04:39:05.771773,95
Y_STR00180,Y_U0030,Y0026,2026-02-16 00:17:00.533026,15
Y_STR00181,Y_U0085,Y0035,2026-03-04 22:11:20.129774,127
Y_STR00182,Y_U0082,Y0046,2026-02-23 05:39:17.220472,186
Y_STR00183,Y_U0077,Y0035,2026-03-02 23:57:40.387352,48
Y_STR00184,Y_U0027,Y0036,2026-02-13 05:18:32.734486,170
Y_STR00185,Y_U0088,Y0030,2026-02-28 07:44:22.586885,91
Y_STR00186,Y_U0074,Y0042,2026-03-02 15:26:04.898960,65
Y_STR00187,Y_U0051,Y0026,2026-02-11 02:49:54.900445,6
Y_STR00188,Y_U0093,Y0037,2026-02-16 07:46:34.782527,109
Y_STR00189,Y_U0015,Y0048,2026-02-15 07:58:06.679432,28
Y_STR00190,Y_U0010,Y0046,2026-02-06 21:41:39.936275,232
Y_STR00191,Y_U0057,Y0041,2026-02-09 20:31:45.025460,114
Y_STR00192,Y_U0064,Y0029,2026-02-25 05:33:49.153601,71
Y_STR00193,Y_U0083,Y0048,2026-02-26 18:05:34.413697,73
Y_STR00194,Y_U0023,Y0030,2026-02-13 05:50:24.099211,153
Y_STR00195,Y_U0029,Y0043,2026-02-15 16:59:07.457660,63
Y_STR00196,Y_U0083,Y0033,2026-02-22 13:07:02.444413,88
Y_STR00197,Y_U0079,Y0019,2026-02-18 11:48:35.599399,97
Y_STR00198,Y_U0028,Y0050,2026-02-06 07:11:22.090572,28
Y_STR00199,Y_U0087,Y0032,2026-02-10 04:31:59.420472,97
Y_STR00200,Y_U0095,Y0040,2026-02-20 15:08:20.959353,155
Y_STR00201,Y_U0010,Y0023,2026-02-20 19:27:14.856408,127
Y_STR00202,Y_U0064,Y0050,2026-02-14 17:21:08.462282,13
Y_STR00203,Y_U0080,Y0049,2026-03-05 07:35:44.315145,193
Y_STR00204,Y_U0063,Y0050,2026-02-11 20:05:27.905381,68
Y_STR00205,Y_U0005,Y0023,2026-02-21 08:24:19.017159,61
Y_STR00206,Y_U0079,Y0046,2026-02-15 03:37:16.199635,230
Y_STR00207,Y_U0077,Y0033,2026-02-19 00:50:02.814014,271
Y_STR00208,Y_U0075,Y0033,2026-02-26 21:14:42.346844,176
Y_STR00209,Y_U0018,Y0038,2026-02-10 13:11:49.127238,64
Y_STR00210,Y_U0083,Y0028,2026-02-25 05:55:19.718807,50
Y_STR00211,Y_U0097,Y0036,2026-02-18 14:09:49.205383,138
Y_STR00212,Y_U0019,Y0042,2026-03-06 06:42:24.830428,196
Y_STR00213,Y_U0044,Y0042,2026-02-20 08:34:00.820355,227
Y_STR00214,Y_U0003,Y0048,2026-02-26 09:31:15.393129,171
Y_STR00215,Y_U0028,Y0012,2026-03-04 13:52:43.238720,272
Y_STR00216,Y_U0064,Y0046,2026-03-04 03:06:28.128261,98
Y_STR00217,Y_U0100,Y0049,2026-02-27 21:43:09.781098,187
Y_STR00218,Y_U0099,Y0045,2026-02-10 15:53:16.841520,172
Y_STR00219,Y_U0022,Y0007,2026-02-22 00:59:13.293288,242
Y_STR00220,Y_U0076,Y0045,2026-02-11 23:32:29.919155,224
Y_STR00221,Y_U0005,Y0042,2026-02-14 17:33:02.580576,233
Y_STR00222,Y_U0015,Y0020,2026-03-06 08:00:53.981022,63
Y_STR00223,Y_U0081,Y0033,2026-02-15 00:28:09.405412,51
Y_STR00224,Y_U0056,Y0024,2026-02-18 05:50:38.131770,92
Y_STR00225,Y_U0041,Y0013,2026-02-25 19:53:21.305309,134
Y_STR00226,Y_U0016,Y0029,2026-02-11 20:17:12.228765,146
Y_STR00227,Y_U0002,Y0040,2026-03-04 14:03:33.418523,27
Y_STR00228,Y_U0039,Y0044,2026-02-22 12:17:13.973548,168
Y_STR00229,Y_U0030,Y0039,2026-03-04 23:21:08.303825,69
Y_STR00230,Y_U0004,Y0046,2026-02-24 05:17:06.878852,247
Y_STR00231,Y_U0046,Y0023,2026-02-18 02:08:43.730079,10
Y_STR00232,Y_U0022,Y0026,2026-02-11 16:02:44.638047,62
Y_STR00233,Y_U0079,Y0046,2026-02-10 16:03:08.828703,145
Y_STR00234,Y_U0066,Y0045,2026-03-04 03:42:35.193269,166
Y_STR00235,Y_U0093,Y0044,2026-03-03 12:55:35.941706,221
Y_STR00236,Y_U0028,Y0035,2026-02-15 22:18:08.867272,229
Y_STR00237,Y_U0098,Y0046,2026-02-25 02:11:51.865668,176
Y_STR00238,Y_U0002,Y0013,2026-02-11 20:00:15.612478,142
Y_STR00239,Y_U0038,Y0036,2026-02-12 02:18:10.082313,82
Y_STR00240,Y_U0046,Y0044,2026-02-06 01:47:44.490541,155
Y_STR00241,Y_U0060,Y0043,2026-02-18 21:08:26.401744,24
Y_STR00242,Y_U0098,Y0047,2026-02-19 16:48:04.663078,148
Y_STR00243,Y_U0090,Y0043,2026-02-06 18:45:14.739623,96
Y_STR00244,Y_U0002,Y0045,2026-02-17 10:16:13.317582,20
Y_STR00245,Y_U0060,Y0008,2026-02-12 13:34:54.474536,24
Y_STR00246,Y_U0084,Y0022,2026-03-06 07:25:03.336508,50
Y_STR00247,Y_U0054,Y0043,2026-02-23 08:11:45.205021,135
Y_STR00248,Y_U0058,Y0047,2026-03-01 07:59:05.334398,19
Y_STR00249,Y_U0085,Y0036,2026-02-26 08:40:52.323549,231
Y_STR00250,Y_U0035,Y0035,2026-02-19 16:22:45.300838,278
Y_STR00251,Y_U0026,Y0025,2026-02-04 15:26:55.840421,28
Y_STR00252,Y_U0038,Y0033,2026-02-05 12:32:54.787941,197
Y_STR00253,Y_U0006,Y0003,2026-02-20 11:50:36.981858,254
Y_STR00254,Y_U0030,Y0037,2026-03-01 21:06:19.503184,336
Y_STR00255,Y_U0046,Y0034,2026-03-05 23:45:43.088072,139
Y_STR00256,Y_U0084,Y0040,2026-02-18 20:14:48.418855,265
Y_STR00257,Y_U0014,Y0007,2026-02-16 20:00:10.063613,360
Y_STR00258,Y_U0077,Y0040,2026-02-24 15:05:46.918457,210
Y_STR00259,Y_U0040,Y0038,2026-02-15 20:00:09.494972,65
Y_STR00260,Y_U0037,Y0027,2026-02-26 17:09:28.526014,141
Y_STR00261,Y_U0093,Y0036,2026-03-02 02:26:40.441037,117
Y_STR00262,Y_U0062,Y0050,2026-02-13 18:56:11.660833,307
Y_STR00263,Y_U0035,Y0008,2026-02-28 23:29:21.021942,59
Y_STR00264,Y_U0003,Y0035,2026-03-02 11:43:54.865683,168
Y_STR00265,Y_U0030,Y0049,2026-02-21 14:29:50.308977,79
Y_STR00266,Y_U0002,Y0038,2026-02-11 16:57:44.625431,143
Y_STR00267,Y_U0050,Y0040,2026-03-04 09:58:53.123620,326
Y_STR00268,Y_U0069,Y0036,2026-02-27 04:58:27.200602,151
Y_STR00269,Y_U0056,Y0027,2026-02-14 01:01:03.431774,69
Y_STR00270,Y_U0091,Y0039,2026-02-15 18:11:20.725703,259
Y_STR00271,Y_U0009,Y0040,2026-03-02 05:03:51.885603,274
Y_STR00272,Y_U0099,Y0009,2026-03-05 04:27:25.542816,63
Y_STR00273,Y_U0009,Y0036,2026-02-08 10:10:08.855484,128
Y_STR00274,Y_U0064,Y0015,2026-02-05 18:11:42.014202,114
Y_STR00275,Y_U0003,Y0041,2026-02-14 07:22:17.032026,133
Y_STR00276,Y_U0073,Y0045,2026-02-04 20:52:58.934921,199
Y_STR00277,Y_U0062,Y0034,2026-02-24 00:29:31.759317,135
Y_STR00278,Y_U0051,Y0050,2026-02-20 15:27:23.252673,11
Y_STR00279,Y_U0064,Y0030,2026-03-01 23:38:22.951392,186
Y_STR00280,Y_U0058,Y0027,2026-02-17 05:20:36.482111,95
Y_STR00281,Y_U0012,Y0040,2026-02-11 04:45:29.362470,192
Y_STR00282,Y_U0053,Y0019,2026-03-05 04:21:43.278224,175
Y_STR00283,Y_U0053,Y0042,2026-02-20 23:32:01.615662,239
Y_STR00284,Y_U0021,Y0045,2026-03-03 11:42:49.019411,183
Y_STR00285,Y_U0059,Y0021,2026-03-01 22:44:10.127555,131
Y_STR00286,Y_U0094,Y0034,2026-02-24 17:15:01.259851,50
Y_STR00287,Y_U0065,Y0029,2026-02-06 02:43:46.407636,163
Y_STR00288,Y_U0007,Y0048,2026-02-24 02:35:19.640056,220
Y_STR00289,Y_U0075,Y0037,2026-02-13 18:03:59.591618,107
Y_STR00290,Y_U0050,Y0050,2026-03-01 21:55:14.514000,330
Y_STR00291,Y_U0057,Y0046,2026-02-13 21:37:26.503052,193
Y_STR00292,Y_U0082,Y0038,2026-02-04 13:06:01.915439,46
Y_STR00293,Y_U0026,Y0049,2026-02-20 19:10:52.982912,165
Y_STR00294,Y_U0086,Y0032,2026-02-10 07:16:18.105677,115
Y_STR00295,Y_U0026,Y0039,2026-02-28 00:47:58.125228,141
Y_STR00296,Y_U0100,Y0003,2026-02-25 05:36:23.192012,276
Y_STR00297,Y_U0034,Y0022,2026-02-22 08:27:42.935931,25
Y_STR00298,Y_U0047,Y0049,2026-02-15 04:11:33.457802,23
Y_STR00299,Y_U0008,Y0043,2026-02-04 11:51:24.249967,56
Y_STR00300,Y_U0053,Y0037,2026-02-13 21:08:59.595262,328
Y_STR00301,Y_U0071,Y0031,2026-02-28 05:03:22.812835,9
Y_STR00302,Y_U0084,Y0033,2026-02-24 21:43:26.535425,272
Y_STR00303,Y_U0091,Y0046,2026-02-09 22:44:32.934930,258
Y_STR00304,Y_U0093,Y0044,2026-02-27 07:57:34.864028,25
Y_STR00305,Y_U0013,Y0021,2026-02-13 20:27:03.625658,96
Y_STR00306,Y_U0039,Y0045,2026-02-17 10:00:28.316269,140
Y_STR00307,Y_U0001,Y0046,2026-02-25 02:34:48.520734,187
Y_STR00308,Y_U0093,Y0045,2026-02-28 16:03:39.812772,229
Y_STR00309,Y_U0045,Y0050,2026-02-18 17:36:03.331316,80
Y_STR00310,Y_U0052,Y0047,2026-02-09 17:23:45.099767,214
Y_STR00311,Y_U0025,Y0024,2026-02-20 23:59:45.797768,217
Y_STR00312,Y_U0051,Y0043,2026-02-21 09:51:19.876952,127
Y_STR00313,Y_U0078,Y0023,2026-02-15 19:19:25.721661,79
Y_STR00314,Y_U0087,Y0038,2026-02-20 03:09:20.545991,74
Y_STR00315,Y_U0034,Y0042,2026-02-21 11:44:27.791337,213
Y_STR00316,Y_U0094,Y0028,2026-02-18 17:49:46.062371,211
Y_STR00317,Y_U0073,Y0026,2026-02-15 08:29:45.108996,25
Y_STR00318,Y_U0100,Y0047,2026-03-03 03:17:54.470728,20
Y_STR00319,Y_U0052,Y0020,2026-02-28 23:04:26.712772,12
Y_STR00320,Y_U0055,Y0031,2026-02-11 11:05:06.654314,82
Y_STR00321,Y_U0042,Y0042,2026-02-22 06:57:36.070278,47
Y_STR00322,Y_U0063,Y0010,2026-02-04 19:44:08.404069,96
Y_STR00323,Y_U0003,Y0028,2026-02-05 23:59:49.269336,17
Y_STR00324,Y_U0019,Y0044,2026-02-19 01:06:27.427866,297
Y_STR00325,Y_U0005,Y0019,2026-02-15 22:50:25.706554,129
Y_STR00326,Y_U0014,Y0041,2026-02-14 14:47:57.027148,145
Y_STR00327,Y_U0006,Y0049,2026-03-06 07:37:22.329294,70
Y_STR00328,Y_U0072,Y0008,2026-02-23 04:22:04.854297,38
Y_STR00329,Y_U0045,Y0034,2026-02-20 07:01:48.888335,23
Y_STR00330,Y_U0068,Y0036,2026-03-04 08:55:26.281011,227
Y_STR00331,Y_U0015,Y0025,2026-02-15 03:55:54.347666,72
Y_STR00332,Y_U0009,Y0047,2026-03-03 19:22:20.529162,44
Y_STR00333,Y_U0052,Y0032,2026-02-27 07:44:24.048595,209
Y_STR00334,Y_U0035,Y0049,2026-02-06 14:03:22.149776,238
Y_STR00335,Y_U0033,Y0043,2026-02-23 03:54:03.646080,157
Y_STR00336,Y_U0090,Y0037,2026-02-06 17:44:53.126899,99
Y_STR00337,Y_U0066,Y0038,2026-03-05 07:16:46.051530,125
Y_STR00338,Y_U0022,Y0046,2026-02-07 17:19:50.015621,225
Y_STR00339,Y_U0056,Y0016,2026-02-17 18:58:05.429927,122
Y_STR00340,Y_U0091,Y0049,2026-02-15 18:05:25.393597,61
Y_STR00341,Y_U0084,Y0043,2026-02-18 23:52:01.826479,87
Y_STR00342,Y_U0053,Y0015,2026-02-17 09:39:23.105535,158
Y_STR00343,Y_U0100,Y0046,2026-02-25 18:18:17.038011,64
Y_STR00344,Y_U0090,Y0031,2026-02-26 17:14:58.271784,105
Y_STR00345,Y_U0045,Y0030,2026-02-22 11:13:04.797831,55
Y_STR00346,Y_U0014,Y0010,2026-02-10 18:45:27.332072,88
Y_STR00347,Y_U0100,Y0045,2026-02-04 18:44:37.231214,165
Y_STR00348,Y_U0026,Y0020,2026-02-21 01:06:02.243643,327
Y_STR00349,Y_U0044,Y0029,2026-02-11 10:23:57.947469,111
Y_STR00350,Y_U0059,Y0046,2026-03-04 07:48:24.894079,186
Y_STR00351,Y_U0056,Y0048,2026-02-07 20:04:19.059945,38
Y_STR00352,Y_U0030,Y0050,2026-02-17 02:41:09.903880,297
Y_STR00353,Y_U0016,Y0030,2026-03-01 13:59:03.951486,108
Y_STR00354,Y_U0055,Y0035,2026-02-19 19:00:47.962810,187
Y_STR00355,Y_U0094,Y0028,2026-02-20 16:26:49.185887,137
Y_STR00356,Y_U0005,Y0021,2026-02-12 12:07:42.876457,83
Y_STR00357,Y_U0035,Y0009,2026-02-13 20:45:39.970843,90
Y_STR00358,Y_U0055,Y0011,2026-02-17 18:43:56.614388,94
Y_STR00359,Y_U0063,Y0040,2026-02-09 03:09:24.561059,322
Y_STR00360,Y_U0044,Y0044,2026-03-01 11:15:05.459643,239
Y_STR00361,Y_U0038,Y0025,2026-03-02 01:00:29.551064,153
Y_STR00362,Y_U0024,Y0027,2026-03-05 02:54:21.742473,134
Y_STR00363,Y_U0031,Y0036,2026-02-13 02:23:30.152309,119
Y_STR00364,Y_U0056,Y0043,2026-02-24 08:33:25.938002,59
Y_STR00365,Y_U0012,Y0023,2026-03-06 08:23:59.982113,51
Y_STR00366,Y_U0068,Y0034,2026-02-14 22:11:51.779360,41
Y_STR00367,Y_U0088,Y0050,2026-02-26 17:59:54.751035,23
